702938	what is a tcl script used for	n
986800	who was gabelo	m
650780	what does the mask symbolize in lord of the flies	n
961999	when was the painting starry night made	n
866610	what kind of books does shakespeare write	m
1100976	durka durka meaning	n
657194	what empire did alexander conquer? who was its king when it fell	m
1019820	what state was selena quintanilla born	f
1004216	where was usher born	m
1021271	which theory of personality focuses on the influence of the unconscious mind	n
1043110	who killed abraham lincoln and why	m
1029575	what is tom brady's career yards per attempt	m
212839	how did angelo dundee die	m
469127	oom temperature for baby	n
771722	what is michael blake nationality?	m
1095878	how much is chris hemsworth net worth	m
1038303	who is seth rogen	m
937836	when did chuck connors die	m
1079431	what happened to donatella versace's face	f
336518	how old is sigourney weaver	f
998544	where is thomas rhett from	m
326008	how much pee does an adult pee in one day	n
499647	sncc definition	n
889750	what purses did princess diana use	f
1082898	what does susan b anthony die	f
144331	did ken norton die	m
941687	when did the globe theatre have performances	n
16339	amber rose what bra brands	f
989524	who is reese witherspoon married to now	f
1003539	when is usain bolts birth	m
986505	who was marco polo book	m
968597	where did dr.charles r drew grow up	m
1034303	who is jill hennessy	f
336034	how old is moana in the movie	f
989910	who is marjorie holt	f
987040	who was baron von steuben	m
361240	how to get big thighs and hips	n
1036301	who is mr. gorsky	m
971678	where do the chicago fire play	n
1097272	how many days early will insurance fill my suboxone	n
22943	are hormones import	n
1050440	who says the quote if personality in an unbroken series	n
1035103	who is langston hughes?	m
1095217	how old is james arness	m
994350	where is the aetherium forge	n
856590	what is tony hawk's stan lee net worth?	m
13834	age of patti lupone	f
917609	what war happened while washington was president	m
991781	who faked their own death	n
1026940	what kind of hair does lindsey vonn have	f
886576	what person is famous for morphing tessellations	n
1051179	who sings i still get jealous	n
1025660	albert runcorn actor	m
1055591	who was teflon don	m
928958	what years was dwight d eisenhower the president of the united states	m
1032703	who is ertugrul	n
1077463	will ferrell harry carey acting	m
335277	how old is janice dickinson	f
490602	rsm meaning home care	n
939672	when did martin luther king jr timeline	m
538345	voluntary tics	n
1094845	how to tall was abraham lincoln	m
924462	what were thomas jefferson significant contributions to the united states?	m
1037153	cristiano ronaldo uniform number	m
1096485	how many years does nelson mandela spent in prison	m
1083366	what does nelson mandela mean african	m
990492	who is holly willoughby?	f
1096896	how many months when baby reaches	n
1047451	who played tom riddle in harry potter	m
973399	where does mallory pugh play	f
64507	can anyone get tourettes	n
1030338	who is barbara carr	f
1093703	kehlani ethnicity	f
553001	what album is solsbury hill on	n
1054810	who was lydia	f
1050448	who screening recommendations	n
1095166	how old is rick warren	m
1030330	who is bane	m
842362	what is the purpose of dna replication	n
337448	how old was james buchanan when took office	m
959360	when was pere lachaise cemetery built	n
1067234	what is a sport?	n
1090998	robia rashid	f
981595	where is dovizioso born	m
1056928	who was the voice of mr ed the horse	m
419345	is no child of mine a true movie 1993	n
1083168	what does push to talk mean	n
1092743	mha stands for what	n
62741	can a month old sit up?	n
664620	what group was carlos santana in	m
341089	how tall is lisa kudrow	f
381065	how to start baby on whole.milk	n
1024960	what medal did cesar chavez get	m
282192	how many die of heart attacks	n
1051044	what is michelangelo's death year	m
641261	what does it mean when you bleed before period	f
956709	when was annie born	f
992382	who appointed john quincy to be a minister	m
1027740	. what did jan ernst matzeliger invent	m
894382	what shows has kate walsh played in	f
937241	when did andrew fisher leave office	m
124311	define multitasked	n
929911	what's a transducer ultrasound	n
940122	when did obama receives nobel peace prize	m
1087906	what age do children go to booster seats	n
1007327	when did ariana grande move	f
242596	how long can sperms survive	n
991763	who found the twins romulus and remus	m
1087943	what actor did the mark twain on stage alone	m
999972	where does shane dawson live	m
56936	bug bites in child	n
1024287	what nationality is steve perry	m
1007342	which composer is regarded as one of the world's greatest composers of all time?	n
1006977	when did everybody by logic come out	n
1019827	what state was joseph stalin in	m
918059	what was charles dickens pseudonym	m
1052134	who sings tomorrow from annie	f
551713	what age should a child be able to take their own bath	n
927124	what year did the statue of liberty become a monument	n
1026730	david ortiz last number	m
1077306	what instrument did stephen foster play	m
412261	is hines ward in the hall of fame	m
286044	how many hours in ohio before lunch break?	n
991053	who is chester arthur	m
1098540	how long do dogs bleed	n
1048252	who plays lou fleming on heartland	m
241330	how long can a parked car be in front of your house?	n
969141	where did president george washington live in as president	m
957991	when was helen keller born and died	f
1055266	who was prince phillip	m
918889	what was neil degrasse tyson known for	m
882915	what oils do i use to stretch my ears	n
866761	what kind of car did richard hammond crash	m
1025283	what makeup does kendall kardashian wear	f
279286	how many children did John f kennedy have?	m
669834	what house was ginny weasley in	f
310036	how much does a lab cost per month	n
1037801	what is the language of divine comedy	n
940077	when did nixon get elected as president	m
453944	mimic definition	n
539647	was amelia earhart a feminist	f
340733	how tall is barbra streisand? weight	f
15517	alice what does it mean	f
1002827	when was old time rock and roll created	n
1085189	what crimes did king louis xvi commit	m
898245	what statement did trump make about abraham lincoln	m
1002244	where was davy crockett from?	m
619653	what did robin gibbs die of	m
143463	did bobby jones win the grand slam	m
761943	what is jamie foxx is real name	m
958778	when was maus published?	n
880122	what music did steve jobs listen to?	m
1084989	what did roosevelt's new deal do	m
653559	what does the word ina	n
1037076	who is philip pullman	m
938618	when did gene kelly die	m
1002715	when was robert boyle a founder of modern chemistry	m
864700	what is yugo	n
1030720	who is bob odenkirk	m
651317	what does the name dylan mean	m
1024633	who battled for power after lenin died	m
1095171	how old is ralph kiner	m
335972	how old is mia	f
899560	what subject is gilgamesh	m
1102211	why does my dog breath heavy	n
541926	waters name meaning	n
1099497	how did tombstone get its name	n
996663	definition of a peasant	n
1006167	when did selena quintanilla die?	f
1025566	who created black butler manga	n
1024263	who are the members of new kids on the block?	n
1011023	what year and born was frederick douglass born	m
1030548	who is bianca lawson	f
118919	define chantry	n
735682	what is crating?	n
415643	is king arthur real or legend?	m
1041891	who is the tallest living person in the world?	n
1049834	what is nick hagen most famous for	m
1010085	which gender is most likely to get cancer	n
250442	how long does abby lee miller have to spend time in jail	f
1086792	what are the sunglasses that kenny chesney is wearing in the video the good stuff	m
1031287	who is chase davenport off of lab rats	m
1085032	what did david houston invent	m
955019	when the baby drops	n
1003178	when was amelia earhart go to fly over the atlantic ocean	f
411030	is george soros atheist	m
252806	how long does it take for a butterfly to hatch	n
1089563	timothy duffin fax number clarksville tn	m
616234	what date did pizarro capture atahualpa	m
990222	who is kathy lee permanent co host	f
82197	cant definition	n
1043187	who led raid on harpers ferry virginia	n
404622	is bootham hyork quaker	n
837165	what is the nutrient in blood that helps mosquitoes develop their eggs	n
989711	who is nick robinson	m
1030842	who is brian jones	m
334627	how old is charlize theron?	f
334397	how old is bernard langer	m
1101774	youngest american to win a new york critics circle award and first black playwright	n
1099538	how did steven holcomb die	m
1095027	how tall is colby brock	m
943447	when do babies learn to walk	n
992051	who did darren sproles play for in	m
990437	who is in robert plant's band	m
967277	where bob crane born	m
1100643	famous stars who have had prostate cancer	m
388208	how when and where eleanor roosevelt died	f
321754	how much is bindi irwin worth	f
986331	who was senator robert byrd ?	m
1052689	what is jamarcus russell net worth	m
1029884	who is alphonse in frankenstein	m
1035106	who is lara trump	f
956460	when was Miguel Garcia born	m
415372	is kathy griffin currently banned from 'the view'?	f
334770	how old is danny koker	m
879547	what movies was chris pine in	m
296092	how many species of cows are there?	n
740478	what is dmpa	n
566729	what are tactical boots	n
198977	has leah peebles been found	f
1081637	youngest phd holder	n
548410	were there giant humans on earth	n
654762	what does very yellow urine mean?	n
297730	how many teams did derrick rose play for	m
1030631	who is billy campbell	m
1064249	why do cats ears bleed?	n
495333	sexuall gender based violence definition	n
7107	What does the name Alicia mean	f
1094983	how tall sarah hyland	f
76098	can you break dogs chasing cars	n
987903	where is mike jones from	m
405960	is charlie sheen sick	m
71249	can melania trump speak english	f
1006449	when did nelson davis die	m
943477	when do babies start eating whole foods	n
427229	is the raven a poem or an essay	n
1008672	what's the song that kelly clarkson made cried the american idol panel	f
987098	where is magic springs?	n
1003173	where was pom klementieff born?abcdefghijk	f
523604	traits vs characteristics definition	n
340087	how stalin die	m
937151	when did aldo leopold die	m
989558	who is prince of wales	m
1037883	who is ronald mattson	m
1078175	win did george washington die	m
1036140	who is mike rogers	m
927744	what year was evil knievel born	m
637676	what does flex play mean in football	n
433333	johnny paycheck age at death	m
986515	who was leo ii	m
1087491	what are mice	n
143362	did audrey hepburn have an accent	f
918971	what was one of the purposes of president Lyndon johnsons great society	m
1006808	when did gucci mane go to jail	m
656363	what education did martin van buren go to	m
1054152	who was hamilton fisk	m
1002636	when was the book i am malala published	f
918627	what was john lennon's middle name before it was changed to ono?	m
1025848	what language was enya singing in	f
1002345	when was touching the house on mango street published	n
1096579	how many times is power is used in the new testaments	n
472360	pauley perrette age	f
963458	when were the three godfathers made	m
141091	dentist in jackson	m
1011097	what work did pietro perugino made	m
1100861	egyptians are what ethnicity	n
387609	how was rosa parks life growing up	f
1003524	where was the andy griffith show filmed	m
857052	what is trafficked	n
383066	how to text on att website	n
550860	what age do people start going bald	n
919658	what was the black hawk war	n
989973	who is luke bryan	m
1096678	how many siblings does stephen curry have	m
619084	what did harry harlow discover	m
56042	"""brantford,  canada"""	n
1035667	what is the name of robert fulton's steamship?	m
41120	average prison sentence for bank robbery	n
550060	what age are goosebumps books appropriate	n
1083792	what does freeball mean	n
919005	what was oscar wilde arrested for	m
703943	what is a tragic flaw	n
209803	how caitriona balfe got role in outlander	f
987568	who sang the streak?	n
1004154	when is dysmenorrhea diagnosed	n
461340	name meaning damian	m
71932	can obama run for president again	m
911200	what type of composer was scarlatti	m
552960	what album is i'll name the dogs on	n
461718	name of kind of dr that looks at spines	n
894405	what shows was mimi kennedy on	f
1092133	number and type of cell from mitosis	n
773786	what is motorboating	n
402867	is angus t jones still a seventh day adventist	m
175535	dr. marc theroux fax number	m
1047891	who plays doran martell	m
1100599	feminine name mae definition	f
913915	what type of pilot was bessie coleman	f
1029734	what is theresa	f
990146	who is kiki dee	f
340678	how tall is allison munn	f
1049469	who said i have met the enemy and it is us	n
691043	what is a milk bank	n
213545	how did harriet tubman change the world	f
7123	What does the name Lara' mean	f
1053922	who was esau married to	m
167674	does is snow in haw	n
987876	who plays negan in walking dead	m
364203	how to help a 2yr old with constipation	n
336710	how old is the golfer phil mickelson	m
959742	when was scream made?	n
213887	how did karen carpenter of the carpenters die	f
937970	when did copernicus live?	m
1102304	why do the heels of my feet smell	n
1097200	how many eggs do beetles lay	n
959283	when was paul tibbets born	m
1094977	how tall was james stewart	m
340997	how tall is jessica chastain	f
987197	who stars in snatched	n
1056468	who was the king of ancient rome	m
144847	did prince have children?	m
1095949	how much has sebastian janikowski made in the nfl	m
1095198	how old is katherine langford	f
1091023	richard jenkins worth	m
1012898	what was dr seuss's real name	m
1101867	wilmer valderrama worth	m
1084892	what division is university of arizona basketball	n
1056998	who was thomas paine	m
991924	who did tony lupien play for	m
143522	did carol burnett play in annie	f
120919	define emperor hirohito	m
1046584	who played dr evil	m
1031923	who is daryl fowler	m
1095192	how old is lorenzo cain	m
23761	are moths harmful to dogs	n
940629	when did sally ride first go to sp	f
1046631	who played evie in descendants	f
702513	what is a synonym for beautiful	n
1055455	who was samuel morse subject's parents	m
1003070	when was daisy e lampkin born	f
1034962	who is king alexander	m
106755	cost of restylane filler for under eye circles	n
461547	name meaning willow	n
718347	what is another name for the yellow river	n
583039	what cancer does boosie have	m
56759	bryan adams childhood	m
143454	did bob kerry run for president	m
1035666	who is margaret sanger	f
985483	who wrote glory glory hallelujah	n
671352	what instrument did curtis mayfield play	m
989663	who is patrick fakoya	m
1032970	who is freddy king	m
1004923	when does fetal movement begin	n
990987	who is danielle cohn	f
1098235	how long does it take for prednisone to clear in dogs	n
69779	can i take out two insurance policies on my car	n
989862	who is melissa sandoval	f
474123	petula clark dob?	f
334196	how old is aaliyah	f
1030154	who is ariana grande	f
1002012	where was astronaut farmer filmed	n
878748	what month history is march	n
1094715	ian irish name	m
1002291	when was wonder released	n
989944	who is macfarlane	m
1095162	how old is russell wes	m
834157	what is the movie of elsa?	f
338497	how rich is usain bolt in jamaica	m
986813	who was fired from greensboro news record paper	n
566623	what are symptoms of lyme's disease	n
1092739	michaela cuomo	f
987678	who said if it doesn't fit you must acquit	n
1029244	what is turtles real name in the westing game	n
82866	caroline kennedy net worth	f
988093	who played evelyn mulwray in chinatown	f
254623	how long does it take for tendons to heal from a broken foot	n
144972	did roosevelt want to apply american power	m
1099975	hey who is sofie dossi	f
989132	who is susan?	f
279367	how many children does jk rowling have	f
20507	aramaic abba definition	n
991422	who is aaliyah d	f
1100440	fordham university transfer requirements	n
10016	abraham lincoln's death date	m
992379	who are arnold schwarzenegger's kids	m
431821	is yoohoo healthy	n
1094565	in what city was lieutenant hecker born	m
996594	where is the martin luther king located	m
240708	how long before robins eggs hatch	n
539875	was daryl hannah missing a finger	f
1086400	what camera does jake paul vlog on	m
989943	who is madame curie	f
1093412	linda pastan born	f
938570	when did freddie mercury get sick	m
996509	where was audre lorde born?	f
1049315	what is obama's pension	m
990416	who is jack reacher	m
764370	what is lapatinib	n
917628	what war was tammy duckworth in	f
518125	the paddington book	n
1084994	what did obama do before becoming president	m
207119	how and when did keith whitley die	m
982172	where is elvis buried	m
997422	where is the rock school of dance	n
213770	how did jessica falkholt die	f
990025	who is lil dicky	m
1089917	the brat net worth	f
880799	what nationality is olivia hussey	f
989677	who is palpatine's	m
1052486	what is juana	f
902049	what temperature should be with parakeets	n
984401	where is herring caught	n
734032	what is considered plus size	n
1095748	how much kelly clarkson weigh	f
776002	what is neocate	n
986407	who was priscilla j owens	f
1071201	why is marie curie admirable	f
879445	what movies and television programs was mary fickett in	f
1002713	when was ruby bridges born at	f
1056233	who was the first to sing i will always love you	n
991056	who is charlotte perkins gilman?	f
288029	how many majors did pete sampras win so far	m
1058518	conchita wurst net worth	f
214614	how did singer johnny taylor die	m
969299	where did steve jobs go to school	m
92208	christina applegate age	f
1087910	what age did marie die	f
1029740	who is aimee mann	f
554645	what are afterpains	n
1034269	who is jessica alba	f
1092275	nclex number of questions passed	n
1069094	why is a baby rh positive	n
1039029	who is tessa thompson	f
995677	where is the galapagos	n
989232	who is sarah huckabee?	f
1079469	what hallmark movies was meghan markle in	f
448497	meaning of name harry	m
1092658	miss brill's fur called	f
1084993	what did phillis wheatley write about	f
892418	what school did benjamin go to	m
987991	who plays doc holiday in wyatt earp	m
213905	how did ken hubbs die	m
30480	average age for prostate cancer diagnosis	m
964857	where and when was james k polk death	m
1045086	what is the address of the george washington home	m
821506	what is the first robot called	n
689553	what is a lowchen dog	n
427393	is the snake from jungle book evil	n
936495	when can know gender of the baby	n
991920	who did william howe marry	m
133036	definition of cap height	n
879188	what movie did amanda bynes play in	f
1003224	when to test fsh for infertility	n
1024375	what narcotics do to the body	n
270789	how long to get pap smear test results	f
143466	did bonnie tyler record under a different name?	f
539619	was agrippa king	m
1095190	how old is malia obama	f
341017	how tall is jon jones	m
1006813	when did governor george wallace die	m
1093289	luke evans how tall	m
829100	what is the lung cancer survival rate	n
382185	how to take care of a robins egg	n
294617	how many rings does michael jordan has	m
835412	what is the name of the one eyed monster?	n
990344	who is jesse owens	m
53177	biggest human skeleton ever found	n
1093214	marcus lemonis worth	m
990031	who is lauv?	m
1061071	what is audrey hepburn's favorite color	f
1030516	who is beth lilly	f
279550	how many chromosomes does ancestry dna test for	n
334394	how old is benjamin lasnier	m
198988	has meghan trainor lost weight	f
987041	who was bannon	m
1002890	when was john paul getty the third kidnapped	m
1037249	who is prince philip	m
1095889	how much is amy irving worth	f
861087	what is vine social media	n
71250	can melania trump speak russian	f
821486	what is the first naruto.movie	n
873207	what length necklace should i wear	n
1040892	who is the main character in hatchet	n
1033278	who is gouverneur morris	m
918771	what was marco polo's education	m
958042	when was hitler elected as german fuhrer	m
1093014	meaning of love bite	n
559257	what are gbs	n
1035888	who is matisyahu?	m
1020904	what should i serve for a bridal shower	f
951041	when is manchester united playing real madrid mission time	n
638857	what does herion look like?	n
540675	was selena quintanilla a songwriter	f
1023250	what origin is the name colette	f
7090	What does the Bible say about us failing	n
539223	wanda sykes worth	f
1063793	why did theodora die	f
1054744	who was leadbelly huddie	m
1096500	how many years did franklin d roosevelt serve as president	m
499237	slang what does goober head mean	n
1003020	when was fanny jackson coppin died	f
763451	what is king henry ii known for	m
209563	how big is zakk wylde	m
341372	how tall is steve curry	m
44466	average super balances by age	n
1053184	who was abigail johnson	f
1048332	who plays megan's wife on walking dead	f
392847	impact mean to	n
1054223	who was hera	f
1096131	how much does danielle cohn weigh	f
417513	is matt bomer married	m
1002856	when was melvin carter elected	m
830105	what is the max for pell	n
581809	what can help me sleep through the night	n
975877	where is alexander hamilton from	m
946385	when does elon musk want to go to mars	m
1095029	how tall is cicely tyson	f
95312	commissioner sandra murman	f
1045284	who owns elizabeth taylors engagement ring	f
1030082	who is ann marie cox	f
958910	when was million dollar arm founded	n
1085043	what did carol moseley braun accomplishments	f
1059890	what is bim bop	n
329450	how much to rent a room in a house	n
1032646	who is engelbert humperdinck married to	m
1042227	who is the youngest famous singer today	n
805646	what is the average age to get married	n
783169	what is peter parker's superhuman name	m
337674	how old was thomas edison?	m
1042863	who is william kennedy smith related to	m
337730	how old would dean martin be	m
505100	suffrage is the right to	n
903034	what testosterone helps muscle	n
1030601	who is bill lipton	m
1096043	how much does pauley perrette make on ncis	f
1019321	which singer was named ambassador	n
433945	kat von d tattoo price	f
988561	who is to replace claire foy	f
1054720	who was known as the king of ragtime	m
887674	what political party did bernie sanders	m
1053628	who was chuck norris's ancestor	m
1095088	how old was the actress who played rue in the hunger games	f
1093027	meaning of international womens' days	f
28545	at what age should an infant sit up	n
956131	when to use colons examples	n
1091263	professor who has phd how do they write their name	n
243758	how long did North Korea's people mourn the death of Kim Il-Sung?	m
1054871	who was married to tommy lee and ricky sambora	m
940018	when did neil armstrong step on the moon	m
1071705	why is paddington station important	n
1053144	who was colonel anthony conk	m
1002619	where was james cagney born	m
793958	what is sburb	n
666509	what happens to bob ewell	m
1051553	what is martha	f
1037262	who is princess diana married too	f
919015	what was pablo picasso's personality	m
810232	what is the cause of death during childbirth	n
949683	when is bill clinton's birthday?	m
145623	did tom hardy play bane	m
987044	who was angelina jolie in changeling switchboard	f
1095007	how tall is kim cattrall	f
1028190	who has had the most wins at the martinsville speedway	n
399404	is a baby's facial features determined from conception	n
620527	what did troy donahue die of	m
946812	when does kohls open	n
1093215	marco polo definition world history	m
1085007	what did marjorie joyner invent	f
988036	who played ronald reagan in a movie	m
958172	when was isaac brock born	m
341077	how tall is leann rimes	f
1003755	when is the best time to exterminate ants	n
986699	where is little falls	n
1080479	what forms a strand of dna	n
1020124	what speed of usain bolt run	m
939297	when did john pemberton invented coca-cola	m
443832	lymes disease symptoms humans webmd	n
1095099	how old was malala	f
1046922	who played linda reagan on blue bloods	f
810090	what is the caste of starstruck	n
287029	how many kids does michael jordan has	m
13979	age place birth antonio banderas	m
1096504	abram meaning in hebrew	m
1035662	who is marcus luttrell	m
1002579	when was the first computer co	n
838217	what is the other reason anna garcia died	f
1030704	who is bo jackson	m
1054040	who was friedrich engels answers	m
1084900	what disorder did mozart have	m
144439	did mackenzie phillips slept with her father	f
1027934	who founded read it	n
1085156	cast for the sparrow	n
1036645	who is obama	m
986799	who was gentry	n
1089508	topher grace net worth	m
793748	what is sass creative bloq	n
1095755	how much is worth nicki minaj	f
429904	is travels with charley an autobiography	m
1099923	highest ranking african american in the us navy	n
937581	when did brave out	n
539642	was alfred jodl guilty of war crimes?	m
923175	what was unique about walt whitman's poetry	m
1006579	when did malcolm x die?	m
1039770	who is the cookie monster	n
1095249	how old is carl bernstein	m
985423	where is john f kennedy junior buried	m
1087685	what are cubism paintings	n
1030615	who is bill's bob?	m
1034349	who is jocelyn elders	f
82794	caring is creepy	n
1034540	who is jon stark	m
514867	the consumption of how many extra calories is equal to one pound?	n
1100585	fief definition world history	n
1006300	which branch of the armed services did john f kennedy serve	m
1092171	noro symptoms	n
1095831	how much is martin shkreli worth	m
415094	is jewel divorced	f
948958	when i am young i am tall riddle	n
158880	do seizures mess with your hormones?	n
998650	where is tim mcgraw from	m
990420	who is ingo rademacher	m
1057957	what is conway twitty's real name	m
1093102	meaning of blossoming	n
534385	usc basketball schedule	n
1006763	when did humphrey was elected vice president of the united states	m
